name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Eguisheim,2024-02-21,9.9,3.8,6,9.4,2.6,5.2,1.9,75.8,0,58.1,0,rain,0,0,13.7,6.8,218.9,1016.4,100,24.1,89,7.8,3,10,2024-02-21T07:27:57,2024-02-21T18:01:47,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Eguisheim,2024-02-22,10,2.8,5.8,6.3,-2.5,2,3,82.9,28.7,61.3,33.33,rain,0.1,0,77,36.7,224.6,999.3,78.7,15.1,72.6,6.3,3,10,2024-02-22T07:26:08,2024-02-22T18:03:21,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,
Eguisheim,2024-02-23,6.5,1.2,3.9,2.9,-3.7,-0.7,0.5,79.4,10.6,64.5,25,"rain,snow",3.1,1.8,61.6,25.2,221.5,1004.1,83,15.9,110.3,9.6,4,10,2024-02-23T07:24:19,2024-02-23T18:04:55,0.46,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,
Eguisheim,2024-02-24,6.1,2.1,4,3.7,1.5,2.6,1.8,86,10.6,51.6,29.17,rain,0.2,1.2,56.8,17.8,220.5,995.7,100,19.7,31.9,2.7,1,10,2024-02-24T07:22:28,2024-02-24T18:06:29,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow.,snow,
Eguisheim,2024-02-25,5.3,0.8,2.7,3.9,-1.3,1.7,0,83.1,0.2,64.5,8.33,"rain,snow",0.1,1,21.2,8.3,265.3,997,99.9,22,70.3,6.3,3,10,2024-02-25T07:20:37,2024-02-25T18:08:03,0.53,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,
Eguisheim,2024-02-26,3.7,0.9,2.4,2,-0.9,0.5,1.1,91.7,5.9,67.7,33.33,"rain,snow",0.8,1.4,33.1,9.4,224.2,999,93.1,11.2,42.8,3.9,2,10,2024-02-26T07:18:45,2024-02-26T18:09:36,0.57,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,
Eguisheim,2024-02-27,4.4,-0.4,2.2,1.1,-3.3,-0.6,-0.8,81.2,1.5,45.2,16.67,"rain,snow",0.4,1.8,42.8,15.5,257.1,1004.5,85.8,20,113.8,9.6,4,10,2024-02-27T07:16:51,2024-02-27T18:11:09,0.6,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,
Eguisheim,2024-02-28,5,-0.5,1.8,2.5,-3.3,-0.9,-1.8,77.6,0.2,45.2,8.33,"rain,snow",0,1.4,39.7,13.8,249.2,1012.7,67.8,20.4,123.3,10.7,5,10,2024-02-28T07:14:57,2024-02-28T18:12:42,0.63,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,
Strasbourg,2024-02-14,14.7,4.5,9.3,14.7,3,8.3,5.9,79.7,0.1,100,4.17,rain,0,0,26.6,22.8,196.1,1022.3,91.5,14.6,74.5,6.6,4,10,2024-02-14T07:39:28,2024-02-14T17:47:49,0.15,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"05664,AS939,EDTL,01224,LFST,04169,01602,02812,00257,EDSB"
Strasbourg,2024-02-15,14.5,6.3,9.8,14.5,5.1,9.3,7.4,85.5,0.1,6.5,4.17,rain,0,0,17.3,8.6,186.5,1019.8,87.8,24.1,73.5,6.4,3,10,2024-02-15T07:37:46,2024-02-15T17:49:27,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Strasbourg,2024-02-16,16.5,7.8,11.6,16.5,6.8,11.3,8.4,81.6,0.4,38.7,12.5,rain,0,0,21.6,9.7,200.4,1018.4,96.7,24.1,75.8,6.5,4,10,2024-02-16T07:36:02,2024-02-16T17:51:04,0.25,Overcast,Cloudy skies throughout the day.,cloudy,
Strasbourg,2024-02-17,11.9,6.2,9.6,11.9,5.6,9.3,7.2,85.2,0.3,38.7,8.33,rain,0,0,21.6,9.7,7.9,1029.6,78.7,23.3,39.7,3.5,2,10,2024-02-17T07:34:18,2024-02-17T17:52:42,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Strasbourg,2024-02-18,11.1,3.3,7.3,11.1,3.3,6.8,5.4,88,5.7,83.9,8.33,rain,0,0,28.8,13.3,197.9,1029.3,89.6,22.7,82.8,7,4,10,2024-02-18T07:32:32,2024-02-18T17:54:19,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,
Strasbourg,2024-02-19,9.9,7.9,8.6,7.8,5.6,6.5,5.9,83.7,4.5,83.9,41.67,rain,0,0,32.4,18.4,216.2,1026.8,98,23,29.9,2.4,2,10,2024-02-19T07:30:44,2024-02-19T17:55:57,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
Strasbourg,2024-02-20,9.5,6.8,7.9,8,4.9,6.4,5.2,82.8,5.7,51.6,29.17,rain,0,0,23.8,13,208.8,1025.7,95.7,21.8,56.3,4.8,3,10,2024-02-20T07:28:56,2024-02-20T17:57:34,0.36,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,
Strasbourg,2024-02-21,10.5,5.3,7.4,10.5,2.6,5.4,3.3,75.7,0,58.1,0,rain,0,0,27,16.2,181.2,1016.2,98.6,24.1,79.9,6.9,3,10,2024-02-21T07:27:07,2024-02-21T17:59:10,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Strasbourg,2024-02-22,12.8,5.5,8,12.8,1.6,5,3.4,73.5,8.5,58.1,25,rain,0,0,68.8,37.4,204.9,998.4,97.4,19.7,48.4,4.2,2,10,2024-02-22T07:25:16,2024-02-22T18:00:47,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
Strasbourg,2024-02-23,8.9,3.7,6.3,5.1,-0.8,2.3,0.7,67.9,3.3,58.1,25,rain,0,0,53.6,29.9,208.5,1003.6,87.6,21.1,86.5,7.5,4,10,2024-02-23T07:23:25,2024-02-23T18:02:23,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,
Strasbourg,2024-02-24,8.2,4.5,6.3,6.1,2.4,4.2,2.4,77,5.5,41.9,20.83,rain,0,0,52.2,23.8,192.5,995.4,100,21.9,22.5,1.8,1,10,2024-02-24T07:21:32,2024-02-24T18:03:59,0.5,Overcast,Cloudy skies throughout the day.,cloudy,
Strasbourg,2024-02-25,7.4,4,5.3,4.8,1.7,3.5,1.5,77.2,0.4,54.8,12.5,rain,0,0,23.8,15.1,250.2,996.5,100,24.1,70.3,6,3,10,2024-02-25T07:19:39,2024-02-25T18:05:35,0.53,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,
Strasbourg,2024-02-26,4.8,3.8,4.2,1.9,0.3,1.1,2.6,89.3,2.5,64.5,33.33,rain,0,0,25.6,15.5,217.1,998.5,99.4,16.5,28.4,2.4,2,10,2024-02-26T07:17:44,2024-02-26T18:07:10,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
Strasbourg,2024-02-27,7.3,2.6,4.9,3.8,-0.8,1.5,0.6,74.5,1.5,41.9,29.17,rain,0,0,43.6,21.2,243.7,1003.1,97.5,22.4,85.3,7.5,3,10,2024-02-27T07:15:49,2024-02-27T18:08:45,0.6,Overcast,Cloudy skies throughout the day.,cloudy,
Strasbourg,2024-02-28,6.9,1.8,4.4,3.6,-2.3,0.9,-0.3,71.8,1.7,41.9,16.67,rain,0,0,43.3,21,232.3,1011.8,88.5,22.6,100,8.4,4,10,2024-02-28T07:13:53,2024-02-28T18:10:20,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Gorges du Verdon,2024-02-14,17.7,2.2,8.5,17.7,0.8,8,4.1,76.2,0,0,0,,0,0,10.4,13.6,99,1023.9,30,12.9,152.5,13.3,6,10,2024-02-14T07:37:49,2024-02-14T18:04:37,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFMC,LFMY,E6174,LFML,LFTH"
Gorges du Verdon,2024-02-15,13.5,3.3,8,13.5,2.9,7.8,6.3,89.6,0,0,0,,0,0,24.5,11.2,114,1023.8,95.9,24.1,117.7,10.1,5,10,2024-02-15T07:36:23,2024-02-15T18:05:59,0.19,Overcast,Cloudy skies throughout the day.,cloudy,
Gorges du Verdon,2024-02-16,14.2,6.2,9.6,14.2,6.2,9.6,7.6,88,0,12.9,0,,0,0,14,6.5,212.9,1022.3,96,24.1,79.5,7,4,10,2024-02-16T07:34:56,2024-02-16T18:07:20,0.25,Overcast,Cloudy skies throughout the day.,cloudy,
Gorges du Verdon,2024-02-17,15.8,4.2,9.2,15.8,4.2,9.2,7.2,88.6,0,12.9,0,,0,0,15.5,6.8,227.3,1026.6,66.4,24.1,144.3,12.4,5,10,2024-02-17T07:33:27,2024-02-17T18:08:41,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Gorges du Verdon,2024-02-18,14.5,5.4,9.3,14.5,5.4,9.3,7.1,87.3,0,16.1,0,,0,0,19.4,9.4,232.9,1028.6,93.7,24.1,116.3,10.3,4,10,2024-02-18T07:31:58,2024-02-18T18:10:02,0.29,Overcast,Cloudy skies throughout the day.,cloudy,
Gorges du Verdon,2024-02-19,15,6.8,10.7,15,5,9.8,2.7,59,0,16.1,0,,0,0,70.2,37.4,320.8,1023.5,49.1,24.1,139.5,12.3,5,10,2024-02-19T07:30:27,2024-02-19T18:11:23,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
Gorges du Verdon,2024-02-20,13.6,5.9,9,13.6,3.6,7.4,1,57.9,0,6.5,0,,0,0,64.4,34.2,321,1020.9,50.6,24.1,145.6,12.6,5,10,2024-02-20T07:28:55,2024-02-20T18:12:43,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Gorges du Verdon,2024-02-21,13.6,4.8,8.4,13.6,3.9,7.9,1.1,62,0,22.6,0,,0,0,33.4,14,95.9,1017.5,99.9,24.1,126.4,11.1,4,10,2024-02-21T07:27:22,2024-02-21T18:14:03,0.39,Overcast,Cloudy skies throughout the day.,cloudy,
Gorges du Verdon,2024-02-22,12.2,5.2,8.2,12.2,1.8,6.3,4.2,77.1,7.8,45.2,16.67,rain,0,0,67,27,293.1,1008.9,58.4,21.9,90.5,7.8,4,10,2024-02-22T07:25:49,2024-02-22T18:15:23,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
Gorges du Verdon,2024-02-23,9.8,2.9,6.1,7.4,0.2,3.9,1.9,75.4,0.2,29,4.17,rain,0,0,33.5,17.3,269.5,1013,76.1,24.1,115.3,9.9,4,10,2024-02-23T07:24:14,2024-02-23T18:16:42,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Gorges du Verdon,2024-02-24,7.4,2.9,5.8,4.5,-1.6,2.5,4,88.4,16,25.8,25,rain,0.4,0,46.9,24.5,127.3,997.4,100,19,26.9,2.4,2,10,2024-02-24T07:22:38,2024-02-24T18:18:02,0.5,Overcast,Cloudy skies throughout the day.,cloudy,
Gorges du Verdon,2024-02-25,6.6,3.2,4.6,0.9,-3.4,-1.4,-1.8,63.4,0.1,19.4,4.17,rain,0,0.1,86.8,52.6,309.9,991.2,75,24.1,115.6,10.1,5,10,2024-02-25T07:21:01,2024-02-25T18:19:21,0.53,Partially cloudy,Partly cloudy throughout the day.,wind,
Gorges du Verdon,2024-02-26,8.9,0.3,4.2,5.4,-2.4,0.8,-1.2,69.5,0,16.1,0,,0,0,55.3,27,310.4,1000.7,2,24.1,159.8,14,6,10,2024-02-26T07:19:23,2024-02-26T18:20:39,0.57,Clear,Clear conditions throughout the day.,clear-day,
Gorges du Verdon,2024-02-27,9.4,-0.5,4,6.1,-2.5,0.9,-1.6,68.5,0,6.5,0,,0,0,43.9,28.1,308.3,1003.4,6.2,24.1,160.4,14.3,6,10,2024-02-27T07:17:45,2024-02-27T18:21:57,0.6,Clear,Clear conditions throughout the day.,clear-day,
Gorges du Verdon,2024-02-28,9.1,0.5,4.3,8,-3.4,1.4,-2.8,61.5,0,6.5,0,,0,0,46.1,23.8,331.3,1009.1,63.1,24.1,136.6,11.9,5,10,2024-02-28T07:16:06,2024-02-28T18:23:15,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Bayonne,2024-02-14,3.4,-1.6,1,0.8,-7.4,-4.5,-9.3,46.4,0,0,0,,0,0.4,59.6,34.6,302.9,1017,29,16.1,169.4,14.8,7,10,2024-02-14T06:52:13,2024-02-14T17:29:43,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KEWR,KJRB,F1417,KNYC"
Bayonne,2024-02-15,2.8,-3.3,0.3,-0.3,-8.8,-4.4,-6.8,59.5,0,43,0,,0,0,43.9,28.8,243.9,1018.3,41.8,16.2,158,13.4,6,10,2024-02-15T06:50:56,2024-02-15T17:30:56,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
Bayonne,2024-02-16,4.5,0.1,2.3,-0.6,-6.5,-3.1,-4.2,62.2,0.3,5,4.17,rain,0,0.2,55.4,38.9,284.2,1010.9,31,16.3,189.3,16.3,5,10,2024-02-16T06:49:37,2024-02-16T17:32:08,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Bayonne,2024-02-17,2.9,-2,0.4,-2,-8.1,-4.1,-5.8,63.7,0.4,58,8.33,"rain,snow",0,0.8,38.9,25.9,283.5,1009.2,70.9,18.2,127.8,11.1,4,10,2024-02-17T06:48:18,2024-02-17T17:33:20,0.27,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,
Bayonne,2024-02-18,2.6,-4.7,-0.8,-2.9,-10.6,-6.6,-8.8,55.1,0,13,0,,0,0,43.6,28.1,251.5,1016.1,31.8,24.1,166.5,14.4,4,10,2024-02-18T06:46:57,2024-02-18T17:34:32,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Bayonne,2024-02-19,5.7,-2.1,2,2,-7.9,-2.7,-5.1,60.1,0,3,0,,0,0,34.2,23,253.5,1018.5,12.4,24.1,183,15.7,5,10,2024-02-19T06:45:35,2024-02-19T17:35:44,0.33,Clear,Clear conditions throughout the day.,clear-day,
Bayonne,2024-02-20,7,-0.5,3.2,3.9,-4.7,-0.5,-2.4,66.7,0,9,0,,0,0,25.6,16.9,213.8,1028.3,46.3,24.1,184.3,15.9,5,10,2024-02-20T06:44:12,2024-02-20T17:36:55,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Bayonne,2024-02-21,6.5,0.9,3.6,3.1,-3,-0.1,-1.3,70.7,0,25.8,0,,0,0,28.1,18.4,281.5,1023.8,54.7,24.1,151.6,13,4,10,2024-02-21T06:42:48,2024-02-21T17:38:06,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Bayonne,2024-02-22,13.4,2.8,8,13.4,-1.2,7,2.1,67.7,7.9,51.6,8.33,rain,0,0,24.1,16.2,204.3,1015.6,54.6,24.1,169.8,14.6,6,10,2024-02-22T06:41:23,2024-02-22T17:39:16,0.44,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain.,rain,
Bayonne,2024-02-23,11.5,3.8,8.3,11.5,-0.9,6.6,5.1,80.6,0.5,61.3,4.17,rain,0,0,62.3,24.5,204.6,1002.3,85.2,19.7,22,1.8,1,10,2024-02-23T06:39:57,2024-02-23T17:40:27,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,
Bayonne,2024-02-24,3.3,-5.3,-1.5,-1.5,-12.4,-7.8,-12.7,45.2,0.4,25.8,4.17,"rain,snow",0,0.1,67,31.7,274,1008.8,32.6,21.2,175.1,15,6,10,2024-02-24T06:38:30,2024-02-24T17:41:37,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
Bayonne,2024-02-25,1.7,-5.4,-2,-2.3,-12.1,-7.1,-14.8,39.9,0.1,9.7,4.17,snow,0,0.2,47.2,21.2,251.1,1019.3,68.1,21.2,145.4,12.5,5,10,2024-02-25T06:37:02,2024-02-25T17:42:46,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Bayonne,2024-02-26,4.2,-1.2,0.7,1.3,-6,-1.7,-5.5,65.9,0,19.4,0,,0,1.4,33.5,15.5,321.9,1012.4,74.1,21.4,120.6,10.5,4,10,2024-02-26T06:35:33,2024-02-26T17:43:56,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Bayonne,2024-02-27,4.5,-2.8,0.4,1.2,-8.2,-3.7,-10.2,45.7,4.4,32.3,8.33,"rain,snow",0,0.1,36.4,19.4,308.5,1016.1,4.5,24.1,188.1,16.2,7,10,2024-02-27T06:34:04,2024-02-27T17:45:05,0.61,Clear,Clear conditions throughout the day.,clear-day,
Bayonne,2024-02-28,9.5,0,4.1,6.9,-4.4,0.6,-4.4,55.2,0.3,35.5,4.17,"rain,snow",0,0,45.7,22.7,252,1015.7,55.9,24.1,168.1,14.6,6,10,2024-02-28T06:32:33,2024-02-28T17:46:14,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Dijon,2024-02-14,14,6,9.5,14,4.4,8.5,6.5,82.2,0,0,0,,0,0,22.7,16.4,190.6,1023.2,86.6,12.9,83.4,7,4,10,2024-02-14T07:47:40,2024-02-14T18:01:08,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F4540,LFSD,LFGJ"
Dijon,2024-02-15,13.8,6.2,9.5,13.8,6.2,9.4,6.2,80.4,0,0,0,,0,0,33.1,17.6,189.1,1018.9,94.7,24.1,82.9,7.3,4,10,2024-02-15T07:46:02,2024-02-15T18:02:42,0.19,Overcast,Cloudy skies throughout the day.,cloudy,
Dijon,2024-02-16,14.7,7.7,11,14.7,6.2,10.3,8.6,85.3,0.8,48.4,12.5,rain,0,0,28.8,15.5,202,1019.6,94.7,24.1,52.5,4.5,2,10,2024-02-16T07:44:23,2024-02-16T18:04:15,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,
Dijon,2024-02-17,11.5,6.2,9.8,11.5,6.2,9.4,6.5,80.4,0.4,48.4,12.5,rain,0,0,18.7,10.4,346.4,1030.3,83.2,23.9,69.9,6,3,10,2024-02-17T07:42:43,2024-02-17T18:05:48,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,
Dijon,2024-02-18,11.5,3.2,7,11.5,3.2,6.4,4.6,85.1,3.8,83.9,12.5,rain,0,0,23,12.6,215.8,1030.8,90.1,22.6,75.3,6.5,3,10,2024-02-18T07:41:01,2024-02-18T18:07:21,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Dijon,2024-02-19,10.4,5.9,7.8,10.4,2.8,5.6,5.6,86.5,1.1,83.9,20.83,rain,0,0,36.4,21.6,270.9,1029.9,66.2,23.9,78.1,6.8,4,10,2024-02-19T07:39:19,2024-02-19T18:08:53,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,
Dijon,2024-02-20,9,5.1,6.8,9,2.4,4.8,2.6,75.1,0,35.5,0,,0,0,30.6,18.7,318.4,1027.2,86.5,24.1,88.1,7.8,4,10,2024-02-20T07:37:35,2024-02-20T18:10:26,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Dijon,2024-02-21,8,4.3,6.2,5.9,2.3,3.9,2.7,78.3,0.1,61.3,4.17,rain,0,0,53.9,19.2,192.8,1016.3,100,23.9,51,4.5,3,10,2024-02-21T07:35:50,2024-02-21T18:11:58,0.39,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,
Dijon,2024-02-22,9.4,3.6,6.6,5.4,-1.7,1.7,3.1,78.9,11.1,83.9,29.17,rain,0,0,81,45,219.4,1000.1,88.8,19,76.8,6.9,4,10,2024-02-22T07:34:04,2024-02-22T18:13:30,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,
Dijon,2024-02-23,7.6,2.4,5,3.1,-3.4,0,1.9,80.8,3.8,67.7,25,"rain,snow",0.2,0.1,66.7,36,211.8,1005.6,94.2,17,74.9,6.8,3,10,2024-02-23T07:32:17,2024-02-23T18:15:01,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,
Dijon,2024-02-24,7,1.9,5,5.4,-0.5,1.7,2.3,83.4,6.7,54.8,16.67,rain,0,0,74.9,43.2,207.5,995.6,100,21,21.6,2,1,10,2024-02-24T07:30:30,2024-02-24T18:16:32,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,
Dijon,2024-02-25,6.9,1.3,3.7,3.6,-2,0.7,0.9,83,0.3,67.7,8.33,rain,0,0,31.3,21.6,277.5,998.4,82.5,23,119.6,10.4,5,10,2024-02-25T07:28:41,2024-02-25T18:18:03,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
Dijon,2024-02-26,6.1,1.2,3.5,2.4,-1.6,-0.1,0.6,81.8,0.7,67.7,20.83,rain,0,0,32,20.9,257.1,1001.1,60.3,19.9,48.3,4.2,2,10,2024-02-26T07:26:51,2024-02-26T18:19:34,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,
Dijon,2024-02-27,6.2,0.1,2.7,3.2,-2.1,0.4,-0.1,82,2,58.1,12.5,rain,0,0,23.8,17.6,274.1,1006.4,28.1,22.6,123.5,10.8,4,10,2024-02-27T07:25:00,2024-02-27T18:21:05,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
Dijon,2024-02-28,6.2,-0.3,2.5,3.4,-3.3,-0.3,-0.8,79.6,0.3,41.9,8.33,"rain,snow",0,0,21.2,13.7,266.9,1014.5,63.7,20.4,76.9,6.3,3,10,2024-02-28T07:23:09,2024-02-28T18:22:35,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Biarritz,2024-02-14,22,8.9,15.2,22,7.5,14.9,8.7,67.4,0,0,0,,0,0,24.1,13,162.4,1020.5,73.4,12.9,121.8,10.4,5,10,2024-02-14T08:06:54,2024-02-14T18:34:38,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFBZ,LFBY,F1937,LESO,LEPP"
Biarritz,2024-02-15,23.1,14.5,19.3,23.1,14.5,19.3,8.8,51.5,0.6,100,20.83,rain,0,0,49,23.8,186,1012.8,90.6,21.7,84.4,7.3,4,10,2024-02-15T08:05:29,2024-02-15T18:35:59,0.19,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,
Biarritz,2024-02-16,14.6,10.1,12.8,14.6,10.1,12.8,10.7,87,11.8,100,62.5,rain,0,0,44.6,21.6,280.9,1023.8,85.5,19.1,137.1,11.8,5,10,2024-02-16T08:04:03,2024-02-16T18:37:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,
Biarritz,2024-02-17,14.2,7,10.4,14.2,7,10.4,7.9,84.9,0.3,32.3,12.5,rain,0,0,13.3,7.6,142.8,1032.1,52,24.1,142,12.4,6,10,2024-02-17T08:02:35,2024-02-17T18:38:40,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Biarritz,2024-02-18,17.3,5.1,10.6,17.3,5.1,10.6,7.9,84.2,4.5,83.9,12.5,rain,0,0,22.7,11.9,241.5,1032.4,88.3,19.8,87.8,7.5,5,10,2024-02-18T08:01:06,2024-02-18T18:40:00,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
Biarritz,2024-02-19,13.5,10.1,12.2,13.5,10.1,12.2,10.7,90.9,1.4,83.9,25,rain,0,0,19.3,10.4,292.7,1035.3,44,19.5,127,10.8,5,10,2024-02-19T07:59:36,2024-02-19T18:41:20,0.33,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain.,rain,
Biarritz,2024-02-20,14.3,8.8,10.9,14.3,7.9,10.6,8,83.3,0.1,64.5,4.17,rain,0,,15.1,10.4,139.2,1028.1,77.9,24.1,111.9,9.6,4,10,2024-02-20T07:58:05,2024-02-20T18:42:39,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,
Biarritz,2024-02-21,15.4,10.6,12.5,15.4,10.6,12.5,6.6,67.7,2,61.3,4.17,rain,0,,60.4,25.7,190.4,1015.8,100,23,64.5,5.7,2,10,2024-02-21T07:56:33,2024-02-21T18:43:59,0.39,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,
Biarritz,2024-02-22,14.7,10.4,11.6,14.7,10.4,11.6,7,73.7,5.1,80.6,33.33,rain,0,,67.3,37.1,276,1011.5,88.1,20.4,31.1,3.1,2,10,2024-02-22T07:55:00,2024-02-22T18:45:17,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,
Biarritz,2024-02-23,14.2,7.7,10.9,14.2,5.6,10.1,5.1,68.2,3.8,93.5,12.5,rain,0,,66.2,37.1,223.3,1010.3,94.9,22.8,112.9,9.8,4,10,2024-02-23T07:53:26,2024-02-23T18:46:36,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,
Biarritz,2024-02-24,11.5,6.7,8.3,11.5,2.1,4.6,4.9,79.5,31.2,83.9,33.33,rain,0,,65.8,37.9,275.7,1001.4,90.3,13.4,73.5,6.3,3,10,2024-02-24T07:51:51,2024-02-24T18:47:55,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
Biarritz,2024-02-25,9.5,7.6,8.9,5.8,3.9,5,5,76.9,26.7,83.9,33.33,rain,0,,59.4,41,284.2,1007.5,97.9,11.4,77.5,6.6,3,10,2024-02-25T07:50:15,2024-02-25T18:49:13,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
Biarritz,2024-02-26,10.2,6.6,8.4,10.2,4.2,6.4,6,85.1,6,83.9,25,rain,0,,36.6,22.8,248.6,1005.7,93.4,18.5,76.8,6.3,4,10,2024-02-26T07:48:38,2024-02-26T18:50:31,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Biarritz,2024-02-27,10.6,6.7,9.5,10.6,5.4,7.7,5.1,74.1,10.8,71,33.33,rain,0,,50.4,35.6,305,1012.4,82.2,16.2,152.5,13.4,5,10,2024-02-27T07:47:00,2024-02-27T18:51:48,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,
Biarritz,2024-02-28,9.4,5.4,7.2,9,3.9,6.2,3.7,79.3,1.5,61.3,16.67,rain,0,,11.5,8.3,112.7,1016.1,95.1,23.8,90.8,7.8,3,10,2024-02-28T07:45:22,2024-02-28T18:53:05,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
Ariège,2024-02-14,19.4,3.4,10.1,19.4,2.6,10,4.3,71.6,0,0,0,,0,0,25.9,15.2,162.8,1023.2,45.1,12.8,140.9,12.3,6,10,2024-02-14T07:53:22,2024-02-14T18:22:51,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFBO,LESU,LFMK"
